title,category,description,price,price_currency,search_text
Шпаклевка финишная 5кг,Шпаклевка,"Шпаклевка для выравнивания стен, очень пластичная",1324,RUB,"Шпаклевка финишная 5кг Шпаклевка Шпаклевка для выравнивания стен, очень пластичная"
Шпаклевка стартовая 20кг,Шпаклевка,"Шпаклевка для выравнивания стен, очень пластичная",1229,RUB,"Шпаклевка стартовая 20кг Шпаклевка Шпаклевка для выравнивания стен, очень пластичная"
Шпаклевка универсальная 10кг,Шпаклевка,"Шпаклевка для выравнивания стен, очень пластичная",653,RUB,"Шпаклевка универсальная 10кг Шпаклевка Шпаклевка для выравнивания стен, очень пластичная"
Шпаклевка гипсовая 25кг,Шпаклевка,"Шпаклевка для выравнивания стен, очень пластичная",545,RUB,"Шпаклевка гипсовая 25кг Шпаклевка Шпаклевка для выравнивания стен, очень пластичная"
Шпаклевка цементная 20кг,Шпаклевка,"Цемент строительный, очень прочный, для различных работ",499,RUB,"Шпаклевка цементная 20кг Шпаклевка Цемент строительный, очень прочный, для различных работ"
Штукатурка гипсовая 30кг,Штукатурка,"Штукатурка для выравнивания стен, очень прочная",479,RUB,"Штукатурка гипсовая 30кг Штукатурка Штукатурка для выравнивания стен, очень прочная"
Штукатурка цементная 25кг,Штукатурка,"Цемент строительный, очень прочный, для различных работ",686,RUB,"Штукатурка цементная 25кг Штукатурка Цемент строительный, очень прочный, для различных работ"
Штукатурка декоративная фактурная 20кг,Штукатурка,"Штукатурка для выравнивания стен, очень прочная",318,RUB,"Штукатурка декоративная фактурная 20кг Штукатурка Штукатурка для выравнивания стен, очень прочная"
Клей для плитки керамической 25кг,Плиточный клей,"Плиточный клей для керамической плитки, очень прочное сцепление",1355,RUB,"Клей для плитки керамической 25кг Плиточный клей Плиточный клей для керамической плитки, очень прочное сцепление"
Клей для плитки универсальный 25кг,Плиточный клей,"Плиточный клей для керамической плитки, очень прочное сцепление",866,RUB,"Клей для плитки универсальный 25кг Плиточный клей Плиточный клей для керамической плитки, очень прочное сцепление"
Затирка для плитки белая 2кг,Затирка для плитки,"Затирка для плитки, очень прочная и влагостойкая",943,RUB,"Затирка для плитки белая 2кг Затирка для плитки Затирка для плитки, очень прочная и влагостойкая"
Затирка для плитки цветная 2кг,Затирка для плитки,"Затирка для плитки, очень прочная и влагостойкая",1358,RUB,"Затирка для плитки цветная 2кг Затирка для плитки Затирка для плитки, очень прочная и влагостойкая"
Грунтовка глубокого проникновения 5л,Грунтовка,Грунтовка для подготовки стен перед поклейкой обоев,1471,RUB,Грунтовка глубокого проникновения 5л Грунтовка Грунтовка для подготовки стен перед поклейкой обоев
Грунтовка универсальная 10л,Грунтовка,Грунтовка для подготовки стен перед поклейкой обоев,206,RUB,Грунтовка универсальная 10л Грунтовка Грунтовка для подготовки стен перед поклейкой обоев
Грунтовка концентрированная 1л,Грунтовка,Грунтовка для подготовки стен перед поклейкой обоев,648,RUB,Грунтовка концентрированная 1л Грунтовка Грунтовка для подготовки стен перед поклейкой обоев
Гидроизоляция битумная рулонная 1м²,Гидроизоляция,"Гидроизоляция для защиты от влаги, очень эффективная",1817,RUB,"Гидроизоляция битумная рулонная 1м² Гидроизоляция Гидроизоляция для защиты от влаги, очень эффективная"
Гидроизоляция мембрана 1м²,Гидроизоляция,"Гидроизоляция для защиты от влаги, очень эффективная",629,RUB,"Гидроизоляция мембрана 1м² Гидроизоляция Гидроизоляция для защиты от влаги, очень эффективная"
Битумная мастика 3кг,Битумная мастика,"Битумная мастика для гидроизоляции, очень прочная",1127,RUB,"Битумная мастика 3кг Битумная мастика Битумная мастика для гидроизоляции, очень прочная"
Битумная мастика 5кг,Битумная мастика,"Битумная мастика для гидроизоляции, очень прочная",1289,RUB,"Битумная мастика 5кг Битумная мастика Битумная мастика для гидроизоляции, очень прочная"
Теплоизоляция минеральная вата 5м²,Теплоизоляция,"Теплоизоляция для утепления стен, очень эффективная",624,RUB,"Теплоизоляция минеральная вата 5м² Теплоизоляция Теплоизоляция для утепления стен, очень эффективная"
Теплоизоляция пенополистирол 1м²,Теплоизоляция,"Теплоизоляция для утепления стен, очень эффективная",1287,RUB,"Теплоизоляция пенополистирол 1м² Теплоизоляция Теплоизоляция для утепления стен, очень эффективная"
Теплоизоляция базальтовая вата 5м²,Теплоизоляция,"Теплоизоляция для утепления стен, очень эффективная",1660,RUB,"Теплоизоляция базальтовая вата 5м² Теплоизоляция Теплоизоляция для утепления стен, очень эффективная"
Минеральная вата 50мм 5м²,Минеральная вата,"Минеральная вата для утепления, негорючая, экологичная",1559,RUB,"Минеральная вата 50мм 5м² Минеральная вата Минеральная вата для утепления, негорючая, экологичная"
Минеральная вата 100мм 5м²,Минеральная вата,"Минеральная вата для утепления, негорючая, экологичная",1966,RUB,"Минеральная вата 100мм 5м² Минеральная вата Минеральная вата для утепления, негорючая, экологичная"
Пенопласт 50мм 1м²,Пенопласт,"Пенопласт для утепления, очень легкий",1835,RUB,"Пенопласт 50мм 1м² Пенопласт Пенопласт для утепления, очень легкий"
Пенопласт 100мм 1м²,Пенопласт,"Пенопласт для утепления, очень легкий",1599,RUB,"Пенопласт 100мм 1м² Пенопласт Пенопласт для утепления, очень легкий"
Пароизоляционная пленка 1м²,Пароизоляционная пленка,"Пароизоляционная пленка для защиты от пара, очень эффективная",1514,RUB,"Пароизоляционная пленка 1м² Пароизоляционная пленка Пароизоляционная пленка для защиты от пара, очень эффективная"
OSB-плита 2500x1250x9мм,OSB-плиты,"OSB-плиты для обшивки, очень прочные",2825,RUB,"OSB-плита 2500x1250x9мм OSB-плиты OSB-плиты для обшивки, очень прочные"
OSB-плита 2500x1250x12мм,OSB-плиты,"OSB-плиты для обшивки, очень прочные",2565,RUB,"OSB-плита 2500x1250x12мм OSB-плиты OSB-плиты для обшивки, очень прочные"
Фанера ФК 1525x1525x10мм,Фанера,"Фанера для различных работ, очень прочная",1103,RUB,"Фанера ФК 1525x1525x10мм Фанера Фанера для различных работ, очень прочная"
Фанера ФСФ 1525x1525x12мм,Фанера,"Фанера для различных работ, очень прочная",2054,RUB,"Фанера ФСФ 1525x1525x12мм Фанера Фанера для различных работ, очень прочная"
Доска обрезная 25x150x6000мм,Доски,"Доски строительные, для различных работ",1095,RUB,"Доска обрезная 25x150x6000мм Доски Доски строительные, для различных работ"
Доска обрезная 40x150x6000мм,Доски,"Доски строительные, для различных работ",1603,RUB,"Доска обрезная 40x150x6000мм Доски Доски строительные, для различных работ"
Брус 50x100x6000мм,Брус,"Брус строительный, для каркасов и конструкций",2357,RUB,"Брус 50x100x6000мм Брус Брус строительный, для каркасов и конструкций"
Брус 100x100x6000мм,Брус,"Брус строительный, для каркасов и конструкций",2546,RUB,"Брус 100x100x6000мм Брус Брус строительный, для каркасов и конструкций"
Ламинат 8мм 1м²,Ламинат,"Ламинат для пола, очень прочный и долговечный",1715,RUB,"Ламинат 8мм 1м² Ламинат Ламинат для пола, очень прочный и долговечный"
Ламинат 10мм 1м²,Ламинат,"Ламинат для пола, очень прочный и долговечный",1715,RUB,"Ламинат 10мм 1м² Ламинат Ламинат для пола, очень прочный и долговечный"
Паркетная доска 14мм 1м²,Паркетная доска,"Паркетная доска для пола, очень красивая",1543,RUB,"Паркетная доска 14мм 1м² Паркетная доска Паркетная доска для пола, очень красивая"
Линолеум бытовой 3м,Линолеум,"Линолеум для пола, очень прочный, легко моется",992,RUB,"Линолеум бытовой 3м Линолеум Линолеум для пола, очень прочный, легко моется"
Линолеум коммерческий 3м,Линолеум,"Линолеум для пола, очень прочный, легко моется",757,RUB,"Линолеум коммерческий 3м Линолеум Линолеум для пола, очень прочный, легко моется"
Ковролин 4мм 1м²,Ковролин,"Ковролин для пола, очень мягкий и удобный",3619,RUB,"Ковролин 4мм 1м² Ковролин Ковролин для пола, очень мягкий и удобный"
Плинтус МДФ 60мм 2.5м,Плинтусы,"Плинтусы для пола, декоративные, легко клеятся",3567,RUB,"Плинтус МДФ 60мм 2.5м Плинтусы Плинтусы для пола, декоративные, легко клеятся"
Плинтус пластиковый 60мм 2.5м,Плинтусы,"Плинтусы для пола, декоративные, легко клеятся",3128,RUB,"Плинтус пластиковый 60мм 2.5м Плинтусы Плинтусы для пола, декоративные, легко клеятся"
Напольная панель ламинат 1м²,Напольные панели,"Ламинат для пола, очень прочный и долговечный",1539,RUB,"Напольная панель ламинат 1м² Напольные панели Ламинат для пола, очень прочный и долговечный"
Настенная плитка керамическая 1м²,Настенная плитка,"Настенная плитка керамическая, очень прочная",1451,RUB,"Настенная плитка керамическая 1м² Настенная плитка Настенная плитка керамическая, очень прочная"
Напольная плитка керамическая 1м²,Напольная плитка,"Напольная плитка керамическая, очень влагостойкая",2045,RUB,"Напольная плитка керамическая 1м² Напольная плитка Напольная плитка керамическая, очень влагостойкая"
Декоративная штукатурка фактурная 20кг,Декоративная штукатурка,"Штукатурка для выравнивания стен, очень прочная",2432,RUB,"Декоративная штукатурка фактурная 20кг Декоративная штукатурка Штукатурка для выравнивания стен, очень прочная"
Обои виниловые 'Премиум' 10м,Обои,"Обои для стен, различные типы и расцветки",2339,RUB,"Обои виниловые 'Премиум' 10м Обои Обои для стен, различные типы и расцветки"
Обои флизелиновые 'Люкс' 10м,Обои,"Обои для стен, различные типы и расцветки",2356,RUB,"Обои флизелиновые 'Люкс' 10м Обои Обои для стен, различные типы и расцветки"
Краска водоэмульсионная белая 10л,Краска для стен,"Краска для стен, водоэмульсионная, очень стойкая",1445,RUB,"Краска водоэмульсионная белая 10л Краска для стен Краска для стен, водоэмульсионная, очень стойкая"
Краска для стен матовая 10л,Краска для стен,"Краска для стен, водоэмульсионная, очень стойкая",1806,RUB,"Краска для стен матовая 10л Краска для стен Краска для стен, водоэмульсионная, очень стойкая"
Краска фасадная белая 10л,Фасадная краска,"Фасадная краска для наружных работ, очень стойкая",510,RUB,"Краска фасадная белая 10л Фасадная краска Фасадная краска для наружных работ, очень стойкая"
Эмаль для дерева бесцветная 1л,Эмаль,"Эмаль для дерева, защищает от влаги",953,RUB,"Эмаль для дерева бесцветная 1л Эмаль Эмаль для дерева, защищает от влаги"
Эмаль для дерева цветная 1л,Эмаль,"Эмаль для дерева, защищает от влаги",983,RUB,"Эмаль для дерева цветная 1л Эмаль Эмаль для дерева, защищает от влаги"
Лак для дерева бесцветный 1л,Лак для дерева,"Лак для дерева, защищает поверхность",2715,RUB,"Лак для дерева бесцветный 1л Лак для дерева Лак для дерева, защищает поверхность"
Лак для дерева цветной 1л,Лак для дерева,"Лак для дерева, защищает поверхность",1883,RUB,"Лак для дерева цветной 1л Лак для дерева Лак для дерева, защищает поверхность"
Морилка для дерева 0.5л,Морилка,"Морилка для дерева, подчеркивает текстуру",1778,RUB,"Морилка для дерева 0.5л Морилка Морилка для дерева, подчеркивает текстуру"
Растворитель универсальный 1л,Растворитель,"Растворитель для красок, очень эффективный",119,RUB,"Растворитель универсальный 1л Растворитель Растворитель для красок, очень эффективный"
Малярная лента 25мм 50м,Малярная лента,Малярная лента для защиты поверхностей при покраске,150,RUB,Малярная лента 25мм 50м Малярная лента Малярная лента для защиты поверхностей при покраске
Малярная лента 50мм 50м,Малярная лента,Малярная лента для защиты поверхностей при покраске,279,RUB,Малярная лента 50мм 50м Малярная лента Малярная лента для защиты поверхностей при покраске
Валик малярный 25см,Малярные валики,"Малярные валики для нанесения краски, очень удобные",746,RUB,"Валик малярный 25см Малярные валики Малярные валики для нанесения краски, очень удобные"
Валик малярный 15см,Малярные валики,"Малярные валики для нанесения краски, очень удобные",311,RUB,"Валик малярный 15см Малярные валики Малярные валики для нанесения краски, очень удобные"
Кисть малярная плоская 5см,Кисти,"Кисти малярные для покраски, различные размеры",136,RUB,"Кисть малярная плоская 5см Кисти Кисти малярные для покраски, различные размеры"
Кисть малярная круглая 5см,Кисти,"Кисти малярные для покраски, различные размеры",647,RUB,"Кисть малярная круглая 5см Кисти Кисти малярные для покраски, различные размеры"
Шпатель малярный 10см,Шпатели,"Шпатели для нанесения шпаклевки, очень удобные",236,RUB,"Шпатель малярный 10см Шпатели Шпатели для нанесения шпаклевки, очень удобные"
Шпатель малярный 20см,Шпатели,"Шпатели для нанесения шпаклевки, очень удобные",629,RUB,"Шпатель малярный 20см Шпатели Шпатели для нанесения шпаклевки, очень удобные"
Кельма строительная,Кельмы,"Кельмы для работы с растворами, очень удобные",240,RUB,"Кельма строительная Кельмы Кельмы для работы с растворами, очень удобные"
Миксер строительный 160мм,Строительные миксеры,Строительные миксеры для размешивания растворов,577,RUB,Миксер строительный 160мм Строительные миксеры Строительные миксеры для размешивания растворов
Ведро строительное 12л,Ведра строительные,"Ведра строительные для материалов, очень прочные",3004,RUB,"Ведро строительное 12л Ведра строительные Ведра строительные для материалов, очень прочные"
Ведро строительное 15л,Ведра строительные,"Ведра строительные для материалов, очень прочные",2161,RUB,"Ведро строительное 15л Ведра строительные Ведра строительные для материалов, очень прочные"
Рулетка измерительная 3м,Рулетки,"Рулетки измерительные, очень точные",984,RUB,"Рулетка измерительная 3м Рулетки Рулетки измерительные, очень точные"
Рулетка измерительная 5м,Рулетки,"Рулетки измерительные, очень точные",3961,RUB,"Рулетка измерительная 5м Рулетки Рулетки измерительные, очень точные"
Уровень лазерный,Лазерные уровни,Лазерные уровни для точной разметки,4580,RUB,Уровень лазерный Лазерные уровни Лазерные уровни для точной разметки
Молоток слесарный 300г,Молотки,"Молотки строительные, различные типы",1434,RUB,"Молоток слесарный 300г Молотки Молотки строительные, различные типы"
Молоток резиновый 400г,Молотки,"Молотки строительные, различные типы",1087,RUB,"Молоток резиновый 400г Молотки Молотки строительные, различные типы"
Киянка деревянная 300г,Киянки,Киянки для столярных работ,1001,RUB,Киянка деревянная 300г Киянки Киянки для столярных работ
Отвертка плоская 4мм,Отвертки,"Отвертки для шурупов, различные типы",973,RUB,"Отвертка плоская 4мм Отвертки Отвертки для шурупов, различные типы"
Отвертка крестовая PH2,Отвертки,"Отвертки для шурупов, различные типы",480,RUB,"Отвертка крестовая PH2 Отвертки Отвертки для шурупов, различные типы"
Набор бит 50 предметов,Наборы бит,"Наборы бит для шуруповертов, очень удобные",1170,RUB,"Набор бит 50 предметов Наборы бит Наборы бит для шуруповертов, очень удобные"
Плоскогубцы 160мм,Плоскогубцы,Плоскогубцы для работы с проволокой,570,RUB,Плоскогубцы 160мм Плоскогубцы Плоскогубцы для работы с проволокой
Пассатижи 200мм,Пассатижи,"Пассатижи универсальные, очень удобные",1604,RUB,"Пассатижи 200мм Пассатижи Пассатижи универсальные, очень удобные"
Кусачки 160мм,Кусачки,"Кусачки для проволоки, очень острые",1699,RUB,"Кусачки 160мм Кусачки Кусачки для проволоки, очень острые"
Гаечный ключ набор 10 предметов,Гаечные ключи,"Гаечные ключи для болтов, различные размеры",1247,RUB,"Гаечный ключ набор 10 предметов Гаечные ключи Гаечные ключи для болтов, различные размеры"
Разводной ключ 1,Разводные ключи,"Разводные ключи для болтов, очень удобные",363,RUB,"Разводной ключ 1 Разводные ключи Разводные ключи для болтов, очень удобные"
Ножовка для обоев,Ножовки,"Ножовки для обоев, очень острые",772,RUB,"Ножовка для обоев Ножовки Ножовки для обоев, очень острые"
Стусла 600мм,Стусла,Стусла для точной резки под углом,1490,RUB,Стусла 600мм Стусла Стусла для точной резки под углом
Стамеска набор 6 предметов,Стамески,Стамески для столярных работ,396,RUB,Стамеска набор 6 предметов Стамески Стамески для столярных работ
Рубанок ручной,Рубанки,Рубанки для обработки дерева,815,RUB,Рубанок ручной Рубанки Рубанки для обработки дерева
Дрель ударная 600Вт,Дрели,"Дрели для сверления, различные мощности",7272,RUB,"Дрель ударная 600Вт Дрели Дрели для сверления, различные мощности"
Дрель безударная 500Вт,Дрели,"Дрели для сверления, различные мощности",1938,RUB,"Дрель безударная 500Вт Дрели Дрели для сверления, различные мощности"
Перфоратор 800Вт,Перфораторы,"Перфораторы для сверления бетона, ударная функция",8171,RUB,"Перфоратор 800Вт Перфораторы Перфораторы для сверления бетона, ударная функция"
Перфоратор 1000Вт,Перфораторы,"Перфораторы для сверления бетона, ударная функция",8168,RUB,"Перфоратор 1000Вт Перфораторы Перфораторы для сверления бетона, ударная функция"
Шуруповерт аккумуляторный 12В,Шуруповерты,Шуруповерты для закручивания шурупов,2206,RUB,Шуруповерт аккумуляторный 12В Шуруповерты Шуруповерты для закручивания шурупов
Шуруповерт аккумуляторный 18В,Шуруповерты,Шуруповерты для закручивания шурупов,3533,RUB,Шуруповерт аккумуляторный 18В Шуруповерты Шуруповерты для закручивания шурупов
Болгарка 125мм 1150Вт,Болгарки,Болгарки для резки металла и плитки,7936,RUB,Болгарка 125мм 1150Вт Болгарки Болгарки для резки металла и плитки
Циркулярная пила 190мм 1800Вт,Циркулярные пилы,Циркулярные пилы для резки дерева,4082,RUB,Циркулярная пила 190мм 1800Вт Циркулярные пилы Циркулярные пилы для резки дерева
Лобзик электрический 800Вт,Лобзики,Лобзики для фигурной резки,5524,RUB,Лобзик электрический 800Вт Лобзики Лобзики для фигурной резки
Шлифмашина ленточная 1010Вт,Шлифмашины,Шлифмашины для обработки поверхностей,2479,RUB,Шлифмашина ленточная 1010Вт Шлифмашины Шлифмашины для обработки поверхностей
Пылесос строительный 20л,Строительные пылесосы,Строительные пылесосы для уборки,23718,RUB,Пылесос строительный 20л Строительные пылесосы Строительные пылесосы для уборки
Компрессор 50л,Компрессоры,Компрессоры для пневматических инструментов,19871,RUB,Компрессор 50л Компрессоры Компрессоры для пневматических инструментов
Генератор 2кВт,Генераторы,Генераторы для электроснабжения,45738,RUB,Генератор 2кВт Генераторы Генераторы для электроснабжения
Сварочный аппарат 160А,Сварочные аппараты,Сварочные аппараты для сварки металла,5724,RUB,Сварочный аппарат 160А Сварочные аппараты Сварочные аппараты для сварки металла
Лестница алюминиевая 3 ступени,Лестницы,"Лестницы строительные, различные типы",4937,RUB,"Лестница алюминиевая 3 ступени Лестницы Лестницы строительные, различные типы"
Лестница алюминиевая 5 ступеней,Лестницы,"Лестницы строительные, различные типы",773,RUB,"Лестница алюминиевая 5 ступеней Лестницы Лестницы строительные, различные типы"
Стремянка алюминиевая 3 ступени,Стремянки,Стремянки для работы на высоте,4308,RUB,Стремянка алюминиевая 3 ступени Стремянки Стремянки для работы на высоте
Стремянка алюминиевая 4 ступени,Стремянки,Стремянки для работы на высоте,3098,RUB,Стремянка алюминиевая 4 ступени Стремянки Стремянки для работы на высоте
Леса строительные секция 2x1.5м,Строительные леса,Строительные леса для работы на высоте,4135,RUB,Леса строительные секция 2x1.5м Строительные леса Строительные леса для работы на высоте
Тачка строительная 80л,Тачки,Тачки строительные для перевозки материалов,4292,RUB,Тачка строительная 80л Тачки Тачки строительные для перевозки материалов
Тачка строительная 100л,Тачки,Тачки строительные для перевозки материалов,1667,RUB,Тачка строительная 100л Тачки Тачки строительные для перевозки материалов
Лопата штыковая,Лопаты,Лопаты для земляных работ,1954,RUB,Лопата штыковая Лопаты Лопаты для земляных работ
Лопата совковая,Лопаты,Лопаты для земляных работ,1899,RUB,Лопата совковая Лопаты Лопаты для земляных работ
Грабли садовые,Грабли,"Грабли садовые, для различных работ",4552,RUB,"Грабли садовые Грабли Грабли садовые, для различных работ"
Секатор садовый,Секаторы,"Секаторы садовые, для обрезки растений",8214,RUB,"Секатор садовый Секаторы Секаторы садовые, для обрезки растений"
Ножницы садовые,Садовые ножницы,Садовые ножницы для обрезки,9943,RUB,Ножницы садовые Садовые ножницы Садовые ножницы для обрезки
Пила садовая,Садовые пилы,Садовые пилы для обрезки деревьев,1432,RUB,Пила садовая Садовые пилы Садовые пилы для обрезки деревьев
Газонокосилка электрическая,Газонокосилки,Газонокосилки для стрижки газона,11858,RUB,Газонокосилка электрическая Газонокосилки Газонокосилки для стрижки газона
Триммер электрический,Триммеры,Триммеры для стрижки травы,8401,RUB,Триммер электрический Триммеры Триммеры для стрижки травы
Кусторез садовый,Кусторезы,Кусторезы для обрезки кустов,3529,RUB,Кусторез садовый Кусторезы Кусторезы для обрезки кустов
Шланг садовый 20м,Садовые шланги,Садовые шланги для полива,3063,RUB,Шланг садовый 20м Садовые шланги Садовые шланги для полива
Шланг садовый 50м,Садовые шланги,Садовые шланги для полива,3435,RUB,Шланг садовый 50м Садовые шланги Садовые шланги для полива
Разбрызгиватель садовый,Разбрызгиватели,Разбрызгиватели для полива растений,1238,RUB,Разбрызгиватель садовый Разбрызгиватели Разбрызгиватели для полива растений
Система полива автоматическая,Системы полива,Системы полива автоматические,2657,RUB,Система полива автоматическая Системы полива Системы полива автоматические
Тачка садовая,Садовые тачки,Тачки строительные для перевозки материалов,1649,RUB,Тачка садовая Садовые тачки Тачки строительные для перевозки материалов
Удобрение универсальное 1кг,Удобрения,"Удобрения для растений, различные типы",492,RUB,"Удобрение универсальное 1кг Удобрения Удобрения для растений, различные типы"
Грунт универсальный 50л,Грунт для растений,"Грунт для растений, питательный",967,RUB,"Грунт универсальный 50л Грунт для растений Грунт для растений, питательный"
Семена овощные набор,Семена,Семена различных растений,921,RUB,Семена овощные набор Семена Семена различных растений
Рассада томаты,Рассада,"Рассада готовая, для высадки",1071,RUB,"Рассада томаты Рассада Рассада готовая, для высадки"
Горшок цветочный 1л,Цветочные горшки,Цветочные горшки для растений,344,RUB,Горшок цветочный 1л Цветочные горшки Цветочные горшки для растений
Кашпо декоративное,Кашпо,Кашпо декоративные для цветов,1527,RUB,Кашпо декоративное Кашпо Кашпо декоративные для цветов
Теплица 3x4м,Теплицы,Теплицы для выращивания растений,573,RUB,Теплица 3x4м Теплицы Теплицы для выращивания растений
Мебель садовая набор,Садовая мебель,Садовая мебель для отдыха,1104,RUB,Мебель садовая набор Садовая мебель Садовая мебель для отдыха
Зонт садовый,Садовые зонты,Садовые зонты для защиты от солнца,1050,RUB,Зонт садовый Садовые зонты Садовые зонты для защиты от солнца
Шезлонг садовый,Шезлонги,Шезлонги для отдыха,1228,RUB,Шезлонг садовый Шезлонги Шезлонги для отдыха
Мангал садовый,Мангалы,Мангалы для приготовления пищи,561,RUB,Мангал садовый Мангалы Мангалы для приготовления пищи
Гриль садовый,Грили,Грили для приготовления пищи,672,RUB,Гриль садовый Грили Грили для приготовления пищи
Уголь для гриля 3кг,Уголь для гриля,"Уголь для гриля, очень качественный",1658,RUB,"Уголь для гриля 3кг Уголь для гриля Уголь для гриля, очень качественный"
Решетка для гриля,Решетки для гриля,"Решетки для гриля, металлические",1784,RUB,"Решетка для гриля Решетки для гриля Решетки для гриля, металлические"
Набор барбекю-аксессуаров,Барбекю-аксессуары,Барбекю-аксессуары для гриля,1957,RUB,Набор барбекю-аксессуаров Барбекю-аксессуары Барбекю-аксессуары для гриля
Фонарь уличный,Уличные фонари,Уличные фонари для освещения,239,RUB,Фонарь уличный Уличные фонари Уличные фонари для освещения
Гирлянда садовая LED,Гирлянды для сада,Гирлянды для сада декоративные,1043,RUB,Гирлянда садовая LED Гирлянды для сада Гирлянды для сада декоративные
Прожектор LED 50Вт,Прожекторы,Прожекторы для освещения участка,816,RUB,Прожектор LED 50Вт Прожекторы Прожекторы для освещения участка
Лампочка LED 10Вт,Лампочки,Лампочки для освещения,1930,RUB,Лампочка LED 10Вт Лампочки Лампочки для освещения
Светильник настенный,Светильники,Светильники для освещения,1825,RUB,Светильник настенный Светильники Светильники для освещения
Люстра потолочная,Люстры,Люстры для освещения помещений,889,RUB,Люстра потолочная Люстры Люстры для освещения помещений
LED-лента 5м,LED-ленты,"LED-ленты для освещения, очень экономичные",1649,RUB,"LED-лента 5м LED-ленты LED-ленты для освещения, очень экономичные"
Удлинитель 3 места,Удлинители,"Удлинители электрические, очень прочные",819,RUB,"Удлинитель 3 места Удлинители Удлинители электрические, очень прочные"
Кабель ВВГ 3x2.5 10м,Кабели,"Кабели электрические, различные сечения",1054,RUB,"Кабель ВВГ 3x2.5 10м Кабели Кабели электрические, различные сечения"
Автомат 16А,Электрические автоматы,Электрические автоматы для защиты,2695,RUB,Автомат 16А Электрические автоматы Электрические автоматы для защиты
Розетка с заземлением,Розетки,"Розетки электрические, различные типы",1293,RUB,"Розетка с заземлением Розетки Розетки электрические, различные типы"
Выключатель одноклавишный,Выключатели,"Выключатели электрические, различные типы",539,RUB,"Выключатель одноклавишный Выключатели Выключатели электрические, различные типы"
Коробка распределительная,Распределительные коробки,Распределительные коробки электрические,837,RUB,Коробка распределительная Распределительные коробки Распределительные коробки электрические
Щит распределительный,Электрические щиты,Электрические щиты для управления,521,RUB,Щит распределительный Электрические щиты Электрические щиты для управления
Труба ПВХ 32мм 3м,Трубы ПВХ,"Трубы ПВХ для водоснабжения, очень прочные",2178,RUB,"Труба ПВХ 32мм 3м Трубы ПВХ Трубы ПВХ для водоснабжения, очень прочные"
Труба металлопластиковая 20мм 3м,Трубы для водоснабжения,"Трубы для водоснабжения, различные материалы",474,RUB,"Труба металлопластиковая 20мм 3м Трубы для водоснабжения Трубы для водоснабжения, различные материалы"
Фитинг угловой 32мм,Фитинги,"Фитинги для труб, различные типы",3758,RUB,"Фитинг угловой 32мм Фитинги Фитинги для труб, различные типы"
Сифон для раковины,Сифоны,Сифоны для раковин,2826,RUB,Сифон для раковины Сифоны Сифоны для раковин
